Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2019-11,Dollis Hill,558,November,2019,351974
2019-11,Plaistow,676,November,2019,446742
2019-11,Woodford,769,November,2019,505248
2019-11,Great Portland Street,588,November,2019,650718
2019-11,Seven Sisters,698,November,2019,1535637
2019-11,West Kensington,760,November,2019,391626
2019-11,Golders Green,584,November,2019,688138
2019-11,Lancaster Gate,629,November,2019,578900
2019-11,Canary Wharf LU (E1),852,November,2019,3091188
2019-11,North Ealing,654,November,2019,76365
2019-11,Clapham South,549,November,2019,698829
2019-11,Wanstead,743,November,2019,239440
2019-11,Chorleywood,546,November,2019,50703
2019-11,Gloucester Road,583,November,2019,1208338
2019-11,Mansion House,639,November,2019,559557
2019-11,East Putney,567,November,2019,547888
2019-11,Stamford Brook,713,November,2019,229249
2019-11,Gunnersbury,591,November,2019,471084
2019-11,Stratford,719,November,2019,5620131
2019-11,Bounds Green,527,November,2019,528624
2019-11,Arsenal,510,November,2019,286435
2019-11,Chiswick Park,545,November,2019,206102
2019-11,Dagenham Heathway,556,November,2019,501959
2019-11,Leytonstone,633,November,2019,861698
2019-11,Marble Arch,640,November,2019,1226019
2019-11,High Barnet,602,November,2019,350357
2019-11,Kilburn,622,November,2019,713477
2019-11,Epping,572,November,2019,305274
2019-11,Bromley-by-Bow,530,November,2019,343503
2019-11,West Ruislip,762,November,2019,127037
2019-11,Kentish Town,619,November,2019,719389
2019-11,Covent Garden,553,November,2019,1545589
2019-11,South Wimbledon,711,November,2019,414004
2019-11,Turnpike Lane,735,November,2019,937449
2019-11,Hammersmith D&P,593,November,2019,2379363
2019-11,Bayswater,517,November,2019,336212
2019-11,Old Street,665,November,2019,2245966
2019-11,Woodside Park,771,November,2019,201803
2019-11,Harlesden,596,November,2019,257931
2019-11,Paddington LU,670,November,2019,4259926
2019-11,Barkingside,515,November,2019,134737
2019-11,Hendon Central,601,November,2019,619613
2019-11,Lambeth North,628,November,2019,336018
2019-11,Archway,508,November,2019,756402
2019-11,Victoria LU,741,November,2019,4947975
2019-11,Oval,668,November,2019,623673
2019-11,Tottenham Court Road,728,November,2019,3643840
2019-11,Kew Gardens,621,November,2019,368220
2019-11,Russell Square,694,November,2019,1047623
2019-11,Tower Hill,731,November,2019,1698790
2019-11,Hounslow Central,611,November,2019,311904
2019-11,Kingsbury,624,November,2019,396277
2019-11,Edgware Road B,774,November,2019,424879
2019-11,Heathrow Terminals 123 LU,780,November,2019,694316
2019-11,Pinner,675,November,2019,243676
2019-11,East Finchley,565,November,2019,596473
2019-11,Edgware Road C&H,569,November,2019,566806
2019-11,St Johns Wood,696,November,2019,654743
2019-11,Kenton,620,November,2019,161557
2019-11,Manor House,638,November,2019,744113
2019-11,Royal Oak,690,November,2019,218704
2019-11,Canada Water,788,November,2019,1169716
2019-11,Ealing Common,561,November,2019,266621
2019-11,Finchley Road,579,November,2019,802211
2019-11,Osterley,667,November,2019,186539
2019-11,Ravenscourt Park,682,November,2019,268411
2019-11,Colliers Wood,552,November,2019,599096
2019-11,North Acton,653,November,2019,534239
2019-11,Stepney Green,715,November,2019,482751
2019-11,Fairlop,576,November,2019,109070
2019-11,Maida Vale,637,November,2019,287194
2019-11,Oxford Circus,669,November,2019,7146460
2019-11,Chalk Farm,540,November,2019,487818
2019-11,Waterloo LU (Bloo/Nthn/W&C),747,November,2019,2968016
2019-11,Rayners Lane,683,November,2019,360344
2019-11,South Woodford,712,November,2019,455905
2019-11,Fulham Broadway,581,November,2019,796176
2019-11,Turnham Green,734,November,2019,500729
2019-11,Southgate,706,November,2019,476996
2019-11,Vauxhall LU,777,November,2019,2767689
2019-11,Blackhorse Road,522,November,2019,849862
2019-11,South Ruislip,710,November,2019,169804
2019-11,Willesden Green,765,November,2019,699620
2019-11,North Greenwich,789,November,2019,2459687
2019-11,Roding Valley,688,November,2019,14694
2019-11,Sudbury Hill,720,November,2019,164949
2019-11,Harrow-on-the-Hill,598,November,2019,939786
2019-11,Ealing Broadway,560,November,2019,1395112
2019-11,Park Royal,671,November,2019,178007
2019-11,Warwick Avenue,746,November,2019,350325
2019-11,Tufnell Park,733,November,2019,358852
2019-11,Notting Hill Gate,663,November,2019,1327050
2019-11,Canning Town,884,November,2019,1361427
2019-11,Bermondsey,787,November,2019,835945
2019-11,Ruislip Gardens,692,November,2019,93987
2019-11,Newbury Park,650,November,2019,439347
2019-11,Mile End,642,November,2019,1317304
2019-11,Brixton LU,778,November,2019,2737064
2019-11,Hainault,592,November,2019,315461
2019-11,Northwood Hills,662,November,2019,163331
2019-11,Aldgate,502,November,2019,830166
2019-11,Boston Manor,526,November,2019,186333
2019-11,Greenford,589,November,2019,361516
2019-11,Finchley Central,578,November,2019,382651
2019-11,Wembley Park,752,November,2019,1610156
2019-11,Ruislip Manor,693,November,2019,166111
2019-11,Bank,513,November,2019,3887643
2019-11,Chigwell,544,November,2019,43877
2019-11,Highbury & Islington,603,November,2019,1587466
2019-11,West Ham,757,November,2019,400936
2019-11,Burnt Oak,532,November,2019,363912
2019-11,Shepherds Bush LU,700,November,2019,1792995
2019-11,Queensbury,679,November,2019,358299
2019-11,Hounslow East,612,November,2019,341478
2019-11,Latimer Road,630,November,2019,200545
2019-11,Warren Street,745,November,2019,1468720
2019-11,Elm Park,571,November,2019,265987
2019-11,Clapham North,548,November,2019,540981
2019-11,Tooting Broadway,727,November,2019,1358177
2019-11,Baker Street,511,November,2019,2410766
2019-11,Loughton,636,November,2019,303366
2019-11,Whitechapel,763,November,2019,1047336
2019-11,Barbican,501,November,2019,868586
2019-11,West Brompton,755,November,2019,371999
2019-11,Hanger Lane,595,November,2019,305573
2019-11,Farringdon,577,November,2019,2136054
2019-11,West Harrow,759,November,2019,81465
2019-11,Hornchurch,610,November,2019,181315
2019-11,Marylebone LU,641,November,2019,1122775
2019-11,Heathrow Terminal 5 LU,783,November,2019,409697
2019-11,Hammersmith C&H,773,November,2019,877063
2019-11,Oakwood,664,November,2019,247498
2019-11,Watford Met,748,November,2019,167372
2019-11,Stonebridge Park,717,November,2019,207034
2019-11,Balham LU,512,November,2019,1150083
2019-11,Queensway,681,November,2019,715769
2019-11,Euston LU,574,November,2019,2791363
2019-11,High Street Kensington,605,November,2019,974685
2019-11,Becontree,518,November,2019,294583
2019-11,Amersham,506,November,2019,198820
2019-11,Kensington Olympia,618,November,2019,310052
2019-11,St James's Park,695,November,2019,1139786
2019-11,Snaresbrook,703,November,2019,207452
2019-11,South Ealing,704,November,2019,307281
2019-12,Edgware,568,December,2019,388774
2019-12,Belsize Park,519,December,2019,420259
2019-12,Chalk Farm,540,December,2019,413492
2019-12,West Hampstead LU,758,December,2019,765904
2019-12,Bethnal Green LU,520,December,2019,1158617
2019-12,Pinner,675,December,2019,217582
2019-12,Leytonstone,633,December,2019,763791
2019-12,Caledonian Road,534,December,2019,423459
2019-12,Hounslow Central,611,December,2019,298166
2019-12,Colindale,551,December,2019,577279
2019-12,Chalfont & Latimer,539,December,2019,83240
2019-12,East Acton,563,December,2019,311375
2019-12,Ruislip Gardens,692,December,2019,85282
2019-12,Temple,724,December,2019,585546
2019-12,Great Portland Street,588,December,2019,511291
2019-12,North Harrow,656,December,2019,140170
2019-12,Wood Green,770,December,2019,1000027
2019-12,North Wembley,659,December,2019,120393
2019-12,South Harrow,707,December,2019,163636
2019-12,Hornchurch,610,December,2019,162702
2019-12,Borough,525,December,2019,383590
2019-12,Knightsbridge,626,December,2019,1887456
2019-12,Stockwell,716,December,2019,850876
2019-12,Gants Hill,582,December,2019,501036
2019-12,Woodside Park,771,December,2019,176256
2019-12,Pimlico,776,December,2019,785983
2019-12,Hatton Cross,779,December,2019,300583
2019-12,North Greenwich,789,December,2019,2025674
2019-12,Turnpike Lane,735,December,2019,842152
2019-12,Holloway Road,609,December,2019,494113
2019-12,Sudbury Hill,720,December,2019,138753
2019-12,Victoria LU,741,December,2019,4521527
2019-12,Old Street,665,December,2019,1826855
2019-12,Latimer Road,630,December,2019,166641
2019-12,High Street Kensington,605,December,2019,893016
2019-12,Ealing Common,561,December,2019,230559
2019-12,Lambeth North,628,December,2019,311545
2019-12,Barkingside,515,December,2019,116675
2019-12,South Wimbledon,711,December,2019,382753
2019-12,Southfields,705,December,2019,461722
2019-12,Canning Town,884,December,2019,1210320
2019-12,Becontree,518,December,2019,260609
2019-12,Goldhawk Road,585,December,2019,149917
2019-12,Oakwood,664,December,2019,243617
2019-12,Ruislip,691,December,2019,147846
2019-12,Tufnell Park,733,December,2019,306201
2019-12,Gloucester Road,583,December,2019,1072951
2019-12,Edgware Road B,774,December,2019,374380
2019-12,Canada Water,788,December,2019,1033182
2019-12,Highbury & Islington,603,December,2019,1360157
2019-12,Finchley Central,578,December,2019,333191
2019-12,Westminster,761,December,2019,1847154
2019-12,Park Royal,671,December,2019,153822
2019-12,Notting Hill Gate,663,December,2019,1194372
2019-12,Walthamstow Central,742,December,2019,660261
2019-12,Royal Oak,690,December,2019,183053
2019-12,Earls Court,562,December,2019,1531477
2019-12,Oxford Circus,669,December,2019,7175632
2019-12,Cockfosters,550,December,2019,166990
2019-12,Lancaster Gate,629,December,2019,512359
2019-12,Canary Wharf LU (E1),852,December,2019,2582541
2019-12,Wembley Central,751,December,2019,441171
2019-12,Golders Green,584,December,2019,612516
2019-12,Stratford,719,December,2019,5447552
2019-12,Hendon Central,601,December,2019,508267
2019-12,Epping,572,December,2019,287713
2019-12,Hampstead,594,December,2019,355884
2019-12,Oval,668,December,2019,513345
2019-12,Bayswater,517,December,2019,349836
2019-12,South Woodford,712,December,2019,404620
2019-12,Elm Park,571,December,2019,240854
2019-12,Heathrow Terminals 123 LU,780,December,2019,755579
2019-12,Blackhorse Road,522,December,2019,718502
2019-12,Paddington LU,670,December,2019,3609862
2019-12,Osterley,667,December,2019,182758
2019-12,Alperton,505,December,2019,208680
2019-12,High Barnet,602,December,2019,311991
2019-12,Wimbledon Park,768,December,2019,172118
2019-12,Amersham,506,December,2019,173147
2019-12,West Finchley,756,December,2019,121652
2019-12,Cannon Street  LU,536,December,2019,490664
2019-12,West Ham,757,December,2019,339903
2019-12,Canons Park,537,December,2019,219311
2019-12,Roding Valley,688,December,2019,11962
2019-12,South Kenton,709,December,2019,46344
2019-12,Holborn,607,December,2019,2286677
2019-12,Swiss Cottage,723,December,2019,518754
2019-12,Camden Town,535,December,2019,1770778
2019-12,Northolt,657,December,2019,404287
2019-12,West Harrow,759,December,2019,71369
2019-12,Piccadilly Circus,674,December,2019,3545927
2019-12,Euston LU,574,December,2019,2381956
2019-12,Arsenal,510,December,2019,271914
2019-12,West Acton,753,December,2019,132273
2019-12,Holland Park,608,December,2019,260250
2019-12,Heathrow Terminal 4 LU,781,December,2019,211596
2019-12,Leyton,632,December,2019,878680
2019-12,Dollis Hill,558,December,2019,307435
2019-12,South Kensington,708,December,2019,2606876
2019-12,Northfields,655,December,2019,312286
2019-12,Watford Met,748,December,2019,139123
2019-12,Willesden Green,765,December,2019,620445
2019-12,Grange Hill,587,December,2019,46692
2019-12,Southgate,706,December,2019,441643
2019-12,West Brompton,755,December,2019,317791
2019-12,Northwick Park,660,December,2019,289656
2019-12,Hammersmith D&P,593,December,2019,2123621
2019-12,Bond Street,524,December,2019,3740573
2019-12,Parsons Green,672,December,2019,474463
2019-12,Edgware Road C&H,569,December,2019,503921
2019-12,South Ruislip,710,December,2019,156338
2019-12,Heathrow Terminal 5 LU,783,December,2019,438612
2019-12,Highgate,604,December,2019,424955
2019-12,Sudbury Town,721,December,2019,134805
2019-12,Northwood Hills,662,December,2019,141383
2019-12,Stonebridge Park,717,December,2019,184290
2019-12,Angel,507,December,2019,1284541
2019-12,Baker Street,511,December,2019,2005141
2019-12,Ealing Broadway,560,December,2019,1241757
2019-12,Barons Court,516,December,2019,466704
2019-12,Tower Hill,731,December,2019,1713236
2019-12,South Ealing,704,December,2019,271300
2019-12,Leicester Square,631,December,2019,3373226
2019-12,St Pauls,697,December,2019,1211972
2019-12,Northwood,661,December,2019,198272
2019-12,Goodge Street,586,December,2019,554798
2019-12,Hillingdon,606,December,2019,127502
2019-12,Perivale,673,December,2019,187017
2019-12,West Kensington,760,December,2019,351436
2019-12,Clapham South,549,December,2019,596061
2019-12,Ladbroke Grove,627,December,2019,468145
2019-12,Uxbridge,740,December,2019,592554
2019-12,Vauxhall LU,777,December,2019,2149038
2019-12,Debden,557,December,2019,172479
2019-12,Ruislip Manor,693,December,2019,148013
2019-12,Mill Hill East,643,December,2019,47971
2019-12,Redbridge,684,December,2019,221868
2019-12,Marylebone LU,641,December,2019,995692
2019-12,Kentish Town,619,December,2019,600459
2019-12,Farringdon,577,December,2019,1625754
2019-12,Green Park,590,December,2019,3628422
2019-12,Dagenham Heathway,556,December,2019,442126
2019-12,Neasden,649,December,2019,259736
2019-12,Fulham Broadway,581,December,2019,712491
2019-12,Warwick Avenue,746,December,2019,299016
2019-12,Hyde Park Corner,614,December,2019,1072154
2019-12,Southwark,784,December,2019,1073994
2019-12,Archway,508,December,2019,650836
2019-12,Kilburn Park,623,December,2019,258567
2019-12,Wanstead,743,December,2019,220982
2019-12,Westbourne Park,754,December,2019,304769
2019-12,London Bridge LU,635,December,2019,5817281
2019-12,Maida Vale,637,December,2019,240614
2019-12,Totteridge,730,December,2019,197043
2019-12,Preston Road,677,December,2019,240762
2019-12,Marble Arch,640,December,2019,1515307
2019-12,Embankment,542,December,2019,1776380
2019-12,Ravenscourt Park,682,December,2019,219606
2019-12,Loughton,636,December,2019,279771
2019-12,Stamford Brook,713,December,2019,203896
2019-12,Snaresbrook,703,December,2019,181013
2019-12,Clapham North,548,December,2019,456973
2019-12,Tottenham Court Road,728,December,2019,3425098
2019-12,St James's Park,695,December,2019,968505
2019-12,Tottenham Hale,729,December,2019,1128982
2019-12,Aldgate,502,December,2019,666230
2019-12,Turnham Green,734,December,2019,456233
2019-12,Bounds Green,527,December,2019,476545
2019-12,Chigwell,544,December,2019,36034
2019-12,Balham LU,512,December,2019,989184
2019-12,Stepney Green,715,December,2019,421975
2019-12,Finchley Road,579,December,2019,695509
2019-12,Tooting Bec,726,December,2019,585825
2019-12,Harrow-on-the-Hill,598,December,2019,833795
2019-12,Burnt Oak,532,December,2019,316101
2019-12,Hammersmith C&H,773,December,2019,774868
2019-12,Stanmore,714,December,2019,307936
2019-12,Queensway,681,December,2019,666895
2019-12,Harrow & Wealdstone,597,December,2019,346772
2019-12,West Ruislip,762,December,2019,120467
2019-12,Finsbury Park LU,580,December,2019,1583823
2019-12,Warren Street,745,December,2019,1320125
2019-12,Upminster Bridge,737,December,2019,76559
2019-12,Boston Manor,526,December,2019,168270
2019-12,Wembley Park,752,December,2019,1253883
2019-12,Aldgate East,503,December,2019,1012018
2019-12,Mile End,642,December,2019,1088132
2019-12,Putney Bridge,678,December,2019,471624
2019-12,Queens Park,680,December,2019,403903
2019-12,Croxley,554,December,2019,81376
2019-12,Chesham,543,December,2019,86936
2019-12,Buckhurst Hill,531,December,2019,145429
2019-12,Upney,738,December,2019,185076
2019-12,Eastcote,564,December,2019,217575
2019-12,Morden,647,December,2019,815036
2019-12,Clapham Common,547,December,2019,736449
2019-12,Shepherds Bush LU,700,December,2019,1716907
2019-12,Barking,514,December,2019,1387550
2019-12,Fairlop,576,December,2019,91894
2019-12,Kensington Olympia,618,December,2019,191411
2019-12,Mornington Crescent,648,December,2019,289584
2019-12,Gunnersbury,591,December,2019,398948
2019-12,Whitechapel,763,December,2019,900018
2019-12,Brent Cross,529,December,2019,188014
2019-12,Sloane Square,702,December,2019,1369715
2019-12,Chiswick Park,545,December,2019,181708
2019-12,Bank,513,December,2019,3126828
2019-12,Regents Park,685,December,2019,254439
2019-12,Ickenham,615,December,2019,85259
2019-12,East Putney,567,December,2019,550699
2019-12,North Ealing,654,December,2019,63007
2019-12,Greenford,589,December,2019,329041
2019-12,Bromley-by-Bow,530,December,2019,288209
2019-12,Covent Garden,553,December,2019,1664841
2019-12,Woodford,769,December,2019,463269
2019-12,Kensal Green,617,December,2019,192457
2019-12,Kew Gardens,621,December,2019,411434
2019-12,Kings Cross LU (Tube),625,December,2019,2503529
2019-12,Plaistow,676,December,2019,385155
2019-12,Dagenham East,555,December,2019,223638
2019-12,Seven Sisters,698,December,2019,1383004
2019-12,Bow Road,528,December,2019,369558
2019-12,Kennington,616,December,2019,413665
2019-12,North Acton,653,December,2019,438287
2019-12,Tooting Broadway,727,December,2019,1186222
2019-12,White City,764,December,2019,732066
2019-12,Theydon Bois,725,December,2019,71356
2019-12,Hounslow East,612,December,2019,336807
2019-12,Hainault,592,December,2019,274347
2019-12,Kilburn,622,December,2019,628226
2019-12,Manor House,638,December,2019,664823
2019-12,Arnos Grove,509,December,2019,366980
2019-12,East Ham,566,December,2019,946636
2019-12,East Finchley,565,December,2019,516438
2019-12,Waterloo LU (Bloo/Nthn/W&C),747,December,2019,2637895
2019-12,Rickmansworth,687,December,2019,174529
2019-12,Acton Town,500,December,2019,469585
2019-12,Moor Park,646,December,2019,64622
2019-12,Barbican,501,December,2019,669801
2019-12,Bermondsey,787,December,2019,722507
2019-12,Harlesden,596,December,2019,230079
2019-12,Elephant & Castle,570,December,2019,1420194
2019-12,Brixton LU,778,December,2019,2373496
2019-12,Colliers Wood,552,December,2019,528722
2019-12,Rayners Lane,683,December,2019,317105
2019-12,Chorleywood,546,December,2019,42757
2019-12,Upton Park,739,December,2019,697627
2019-12,Blackfriars LU,521,December,2019,824888
2019-12,Shepherds Bush Market,775,December,2019,259426
2019-12,St Johns Wood,696,December,2019,548697
2019-12,Moorgate,645,December,2019,1648807
2019-12,Queensbury,679,December,2019,297978
2019-12,Chancery Lane,541,December,2019,1153865
2019-12,Hanger Lane,595,December,2019,265597
2019-12,Euston Square,575,December,2019,718064
2019-12,Kingsbury,624,December,2019,334808
2019-12,Wood Lane,599,December,2019,406037
2019-12,Hounslow West,613,December,2019,305940
2019-12,Liverpool Street LU,634,December,2019,5029571
2019-12,Kenton,620,December,2019,138840
2019-12,Newbury Park,650,December,2019,418476
2019-12,Russell Square,694,December,2019,930241
2019-12,Mansion House,639,December,2019,486692
2020-01,Ruislip Manor,693,January,2020,156845
2020-01,Upminster Bridge,737,January,2020,92525
2020-01,Stonebridge Park,717,January,2020,205609
2020-01,Shepherds Bush Market,775,January,2020,275993
2020-01,Redbridge,684,January,2020,231279
2020-01,Bermondsey,787,January,2020,775883
2020-01,Cannon Street  LU,536,January,2020,558054
2020-01,Croxley,554,January,2020,92294
2020-01,Ealing Broadway,560,January,2020,1316333
2020-01,Mill Hill East,643,January,2020,58146
2020-01,Buckhurst Hill,531,January,2020,154884
2020-01,Greenford,589,January,2020,343388
2020-01,Northwood Hills,662,January,2020,152089
2020-01,Wembley Park,752,January,2020,1191649
2020-01,Queensbury,679,January,2020,311379
2020-01,Mile End,642,January,2020,1202771
2020-01,Kensington Olympia,618,January,2020,240335
2020-01,Highgate,604,January,2020,475911
2020-01,Clapham Common,547,January,2020,814307
2020-01,Notting Hill Gate,663,January,2020,1205709
2020-01,Stanmore,714,January,2020,299848
2020-01,Loughton,636,January,2020,291090
2020-01,Heathrow Terminal 5 LU,783,January,2020,389258
2020-01,Southfields,705,January,2020,500064
2020-01,Bethnal Green LU,520,January,2020,1225863
2020-01,Highbury & Islington,603,January,2020,1455900
2020-01,Woodford,769,January,2020,481317
2020-01,South Ruislip,710,January,2020,163641
2020-01,East Ham,566,January,2020,1043022
2020-01,Clapham South,549,January,2020,680519
2020-01,Finsbury Park LU,580,January,2020,1724296
2020-01,Ruislip,691,January,2020,153570
2020-01,Vauxhall LU,777,January,2020,2480458
2020-01,Kilburn Park,623,January,2020,284594
2020-01,Sudbury Town,721,January,2020,148687
2020-01,Chigwell,544,January,2020,41821
2020-01,Hammersmith D&P,593,January,2020,2196201
2020-01,Parsons Green,672,January,2020,533524
2020-01,Tooting Broadway,727,January,2020,1317446
2020-01,Harrow & Wealdstone,597,January,2020,399921
2020-01,East Putney,567,January,2020,558820
2020-01,Walthamstow Central,742,January,2020,713580
2020-01,Alperton,505,January,2020,230085
2020-01,Kensal Green,617,January,2020,205306
2020-01,Barbican,501,January,2020,833482
2020-01,Marylebone LU,641,January,2020,954041
2020-01,Shepherds Bush LU,700,January,2020,1587771
2020-01,Bromley-by-Bow,530,January,2020,339894
2020-01,Barkingside,515,January,2020,128588
2020-01,West Hampstead LU,758,January,2020,803440
2020-01,Kilburn,622,January,2020,629334
2020-01,Mansion House,639,January,2020,545237
2020-01,Stamford Brook,713,January,2020,226039
2020-01,Royal Oak,690,January,2020,216470
2020-01,Bounds Green,527,January,2020,501563
2020-01,St James's Park,695,January,2020,1085262
2020-01,Seven Sisters,698,January,2020,1457181
2020-01,Ravenscourt Park,682,January,2020,261187
2020-01,Kenton,620,January,2020,162923
2020-01,Osterley,667,January,2020,182109
2020-01,Earls Court,562,January,2020,1529442
2020-01,Tottenham Court Road,728,January,2020,3332165
2020-01,West Harrow,759,January,2020,74831
2020-01,Covent Garden,553,January,2020,1378768
2020-01,Aldgate East,503,January,2020,1079031
2020-01,Hendon Central,601,January,2020,578814
2020-01,Harlesden,596,January,2020,247545
2020-01,Rayners Lane,683,January,2020,343335
2020-01,Russell Square,694,January,2020,939997
2020-01,Archway,508,January,2020,747145
2020-01,Manor House,638,January,2020,718402
2020-01,Chorleywood,546,January,2020,48197
2020-01,Hainault,592,January,2020,306405
2020-01,Oxford Circus,669,January,2020,6287357
2020-01,Finchley Road,579,January,2020,738647
2020-01,Lancaster Gate,629,January,2020,500878
2020-01,Turnpike Lane,735,January,2020,883117
2020-01,South Woodford,712,January,2020,434395
2020-01,Wimbledon Park,768,January,2020,186074
2020-01,Kew Gardens,621,January,2020,315846
2020-01,Oval,668,January,2020,571912
2020-01,Golders Green,584,January,2020,673882
2020-01,Heathrow Terminals 123 LU,780,January,2020,683597
2020-01,Canary Wharf LU (E1),852,January,2020,3147461
2020-01,Paddington LU,670,January,2020,3861053
2020-01,Hampstead,594,January,2020,399553
2020-01,Fairlop,576,January,2020,103060
2020-01,Wood Lane,599,January,2020,398438
2020-01,South Wimbledon,711,January,2020,443088
2020-01,Arnos Grove,509,January,2020,369909
2020-01,Wembley Central,751,January,2020,474920
2020-01,High Street Kensington,605,January,2020,904617
2020-01,Colliers Wood,552,January,2020,581868
2020-01,Acton Town,500,January,2020,514471
2020-01,Queensway,681,January,2020,646938
2020-01,Canning Town,884,January,2020,1264606
2020-01,Oakwood,664,January,2020,238754
2020-01,Elephant & Castle,570,January,2020,1526888
2020-01,Park Royal,671,January,2020,168271
2020-01,Latimer Road,630,January,2020,197629
2020-01,Tower Hill,731,January,2020,1600074
2020-01,East Finchley,565,January,2020,572475
2020-01,Goldhawk Road,585,January,2020,170489
2020-01,Arsenal,510,January,2020,281653
2020-01,Gloucester Road,583,January,2020,1073788
2020-01,Edgware Road B,774,January,2020,389193
2020-01,Blackhorse Road,522,January,2020,807992
2020-01,Sudbury Hill,720,January,2020,154030
2020-01,Maida Vale,637,January,2020,270583
2020-01,Victoria LU,741,January,2020,4456281
2020-01,High Barnet,602,January,2020,334383
2020-01,Marble Arch,640,January,2020,1029128
2020-01,Belsize Park,519,January,2020,470532
2020-01,Epping,572,January,2020,301578
2020-01,Angel,507,January,2020,1516313
2020-01,Brent Cross,529,January,2020,196976
2020-01,Cockfosters,550,January,2020,163910
2020-01,Old Street,665,January,2020,2138673
2020-01,Lambeth North,628,January,2020,312190
2020-01,Kentish Town,619,January,2020,663651
2020-01,Chiswick Park,545,January,2020,212919
2020-01,Gunnersbury,591,January,2020,448521
2020-01,Ealing Common,561,January,2020,248587
2020-01,Tottenham Hale,729,January,2020,1121564
2020-01,Canada Water,788,January,2020,1042170
2020-01,White City,764,January,2020,808563
2020-01,Moor Park,646,January,2020,73686
2020-01,Wood Green,770,January,2020,998323
2020-01,Westbourne Park,754,January,2020,341839
2020-01,Whitechapel,763,January,2020,1045070
2020-01,North Wembley,659,January,2020,131618
2020-01,Hammersmith C&H,773,January,2020,822563
2020-01,Stockwell,716,January,2020,924947
2020-01,Neasden,649,January,2020,263162
2020-01,Holloway Road,609,January,2020,544774
2020-01,West Ham,757,January,2020,371170
2020-01,Chalfont & Latimer,539,January,2020,92858
2020-01,Preston Road,677,January,2020,255984
2020-01,Euston Square,575,January,2020,874541
2020-01,Liverpool Street LU,634,January,2020,5336738
2020-01,Knightsbridge,626,January,2020,1385110
2020-01,Stepney Green,715,January,2020,484998
2020-01,St Johns Wood,696,January,2020,593441
2020-01,Pimlico,776,January,2020,893848
2020-01,South Harrow,707,January,2020,184794
2020-01,Fulham Broadway,581,January,2020,782625
2020-01,Grange Hill,587,January,2020,52562
2020-01,Elm Park,571,January,2020,273025
2020-01,Woodside Park,771,January,2020,194315
2020-01,Bank,513,January,2020,3668707
2020-01,Piccadilly Circus,674,January,2020,3136894
2020-01,Sloane Square,702,January,2020,1307331
2020-01,Gants Hill,582,January,2020,530906
2020-01,Euston LU,574,January,2020,2477322
2020-01,South Kensington,708,January,2020,2614471
2020-01,Northfields,655,January,2020,323334
2020-01,Holland Park,608,January,2020,277451
2020-01,Brixton LU,778,January,2020,2483805
2020-01,Mornington Crescent,648,January,2020,328821
2020-01,Hyde Park Corner,614,January,2020,444880
2020-01,Aldgate,502,January,2020,797142
2020-01,Uxbridge,740,January,2020,630028
2020-01,Farringdon,577,January,2020,2117108
2020-01,Harrow-on-the-Hill,598,January,2020,854198
2020-01,Eastcote,564,January,2020,235905
2020-01,Green Park,590,January,2020,3055999
2020-01,Leyton,632,January,2020,931063
2020-01,Burnt Oak,532,January,2020,343547
2020-01,Amersham,506,January,2020,186662
2020-01,Southgate,706,January,2020,457416
2020-01,Hounslow West,613,January,2020,288625
2020-01,Ruislip Gardens,692,January,2020,93245
2020-01,North Acton,653,January,2020,508938
2020-01,East Acton,563,January,2020,339526
2020-01,Kingsbury,624,January,2020,348858
2020-01,Rickmansworth,687,January,2020,194855
2020-01,Warren Street,745,January,2020,1567164
2020-01,Hatton Cross,779,January,2020,267001
2020-01,Pinner,675,January,2020,227743
2020-01,Chalk Farm,540,January,2020,429737
2020-01,Colindale,551,January,2020,643830
2020-01,Upton Park,739,January,2020,769278
2020-01,South Ealing,704,January,2020,284195
2020-01,Hounslow Central,611,January,2020,298547
2020-01,Leytonstone,633,January,2020,827814
2020-01,North Ealing,654,January,2020,69037
2020-01,Great Portland Street,588,January,2020,625146
2020-01,Borough,525,January,2020,451124
2020-01,Hounslow East,612,January,2020,327974
2020-01,Chancery Lane,541,January,2020,1348548
2020-01,North Greenwich,789,January,2020,1926623
2020-01,Embankment,542,January,2020,1630353
2020-01,North Harrow,656,January,2020,155812
2020-01,Edgware,568,January,2020,419658
2020-01,Snaresbrook,703,January,2020,198492
2020-01,Newbury Park,650,January,2020,438832
2020-01,Dagenham Heathway,556,January,2020,487067
2020-01,Hornchurch,610,January,2020,186251
2020-01,West Finchley,756,January,2020,137644
2020-01,Bow Road,528,January,2020,416436
2020-01,Theydon Bois,725,January,2020,77796
2020-01,Temple,724,January,2020,645298
2020-01,Barons Court,516,January,2020,550081
2020-01,Totteridge,730,January,2020,211208
2020-01,Barking,514,January,2020,1484087
2020-01,Caledonian Road,534,January,2020,468494
2020-01,Debden,557,January,2020,196554
2020-01,Plaistow,676,January,2020,431684
2020-01,Clapham North,548,January,2020,512042
2020-01,Blackfriars LU,521,January,2020,938180
2020-01,Heathrow Terminal 4 LU,781,January,2020,199547
2020-01,St Pauls,697,January,2020,1256206
2020-01,Stratford,719,January,2020,5243836
2020-01,Ickenham,615,January,2020,89644
2020-01,Roding Valley,688,January,2020,13765
2020-01,West Brompton,755,January,2020,345528
