Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2020-01,Baker Street,511,January,2020,2179556
2020-01,Wanstead,743,January,2020,230568
2020-01,Willesden Green,765,January,2020,630733
2020-01,Northwick Park,660,January,2020,316923
2020-01,Canons Park,537,January,2020,231483
2020-01,Watford Met,748,January,2020,154383
2020-01,Waterloo LU (Bloo/Nthn/W&C),747,January,2020,2843058
2020-01,Ladbroke Grove,627,January,2020,502324
2020-01,Hillingdon,606,January,2020,132766
2020-01,Goodge Street,586,January,2020,655066
2020-01,Holborn,607,January,2020,2451982
2020-01,West Ruislip,762,January,2020,133007
2020-01,Dagenham East,555,January,2020,250690
2020-01,Finchley Central,578,January,2020,367506
2020-01,Westminster,761,January,2020,1881281
2020-01,Perivale,673,January,2020,199592
2020-01,South Kenton,709,January,2020,52586
2020-01,Queens Park,680,January,2020,453011
2020-01,Moorgate,645,January,2020,1995541
2020-01,Putney Bridge,678,January,2020,485491
2020-01,Turnham Green,734,January,2020,492387
2020-01,Kings Cross LU (Tube),625,January,2020,2465750
2020-01,Camden Town,535,January,2020,1726132
2020-01,Balham LU,512,January,2020,1114940
2020-01,London Bridge LU,635,January,2020,5972668
2020-01,West Acton,753,January,2020,140609
2020-01,Bond Street,524,January,2020,2933478
2020-01,Hanger Lane,595,January,2020,292707
2020-01,Boston Manor,526,January,2020,176382
2020-01,Northwood,661,January,2020,223817
2020-01,Edgware Road C&H,569,January,2020,548025
2020-01,Dollis Hill,558,January,2020,310870
2020-01,Upney,738,January,2020,211574
2020-01,Leicester Square,631,January,2020,2973126
2020-01,Swiss Cottage,723,January,2020,555501
2020-01,Bayswater,517,January,2020,338053
2020-01,West Kensington,760,January,2020,389755
2020-01,Tufnell Park,733,January,2020,325081
2020-01,Regents Park,685,January,2020,291853
2020-01,Kennington,616,January,2020,450070
2020-01,Northolt,657,January,2020,419043
2020-01,Southwark,784,January,2020,1177649
2020-01,Chesham,543,January,2020,97502
2020-01,Becontree,518,January,2020,285551
2020-01,Morden,647,January,2020,867478
2020-01,Tooting Bec,726,January,2020,660653
2020-01,Warwick Avenue,746,January,2020,327210
2020-02,Farringdon,577,February,2020,2029776
2020-02,West Acton,753,February,2020,137861
2020-02,South Kenton,709,February,2020,46095
2020-02,Ruislip Manor,693,February,2020,141637
2020-02,South Ealing,704,February,2020,256150
2020-02,Queensbury,679,February,2020,318114
2020-02,Wood Lane,599,February,2020,378333
2020-02,Epping,572,February,2020,286677
2020-02,Queens Park,680,February,2020,410311
2020-02,Seven Sisters,698,February,2020,1426049
2020-02,Ruislip Gardens,692,February,2020,87226
2020-02,Arnos Grove,509,February,2020,351066
2020-02,Woodside Park,771,February,2020,181070
2020-02,West Finchley,756,February,2020,126344
2020-02,Arsenal,510,February,2020,271522
2020-02,Bromley-by-Bow,530,February,2020,309737
2020-02,Woodford,769,February,2020,457688
2020-02,Rickmansworth,687,February,2020,179312
2020-02,Borough,525,February,2020,419019
2020-02,Rayners Lane,683,February,2020,311981
2020-02,Edgware Road C&H,569,February,2020,531849
2020-02,Caledonian Road,534,February,2020,444392
2020-02,Embankment,542,February,2020,1503692
2020-02,Wood Green,770,February,2020,975780
2020-02,Pinner,675,February,2020,216345
2020-02,Shepherds Bush Market,775,February,2020,272475
2020-02,Stratford,719,February,2020,5094248
2020-02,Perivale,673,February,2020,191909
2020-02,Wembley Central,751,February,2020,429082
2020-02,St Johns Wood,696,February,2020,584698
2020-02,Oxford Circus,669,February,2020,5939259
2020-02,Plaistow,676,February,2020,390689
2020-02,Stonebridge Park,717,February,2020,179014
2020-02,Russell Square,694,February,2020,924342
2020-02,South Woodford,712,February,2020,417521
2020-02,Ruislip,691,February,2020,140807
2020-02,Putney Bridge,678,February,2020,436818
2020-02,St James's Park,695,February,2020,986114
2020-02,Bayswater,517,February,2020,292498
2020-02,Fairlop,576,February,2020,99581
2020-02,Finsbury Park LU,580,February,2020,1688098
2020-02,Bow Road,528,February,2020,377311
2020-02,Fulham Broadway,581,February,2020,692261
2020-02,Gants Hill,582,February,2020,537887
2020-02,Stanmore,714,February,2020,294028
2020-02,Burnt Oak,532,February,2020,332559
2020-02,South Wimbledon,711,February,2020,383025
2020-02,Sloane Square,702,February,2020,1174096
2020-02,Southfields,705,February,2020,441128
2020-02,Southwark,784,February,2020,1161527
2020-02,Redbridge,684,February,2020,227276
2020-02,South Kensington,708,February,2020,2545466
2020-02,Elm Park,571,February,2020,250017
2020-02,Acton Town,500,February,2020,475331
2020-02,Park Royal,671,February,2020,144379
2020-02,Gloucester Road,583,February,2020,988379
2020-02,Shepherds Bush LU,700,February,2020,1586199
2020-02,Queensway,681,February,2020,653650
2020-02,Amersham,506,February,2020,175198
2020-02,Canada Water,788,February,2020,1048479
2020-02,Blackfriars LU,521,February,2020,853574
2020-02,Euston LU,574,February,2020,2504037
2020-02,Piccadilly Circus,674,February,2020,2880118
2020-02,Stamford Brook,713,February,2020,195357
2020-02,Stepney Green,715,February,2020,453696
2020-02,Camden Town,535,February,2020,1752099
2020-02,West Brompton,755,February,2020,323327
2020-02,Roding Valley,688,February,2020,12251
2020-02,Brixton LU,778,February,2020,2370145
2020-02,Euston Square,575,February,2020,840540
2020-02,Parsons Green,672,February,2020,483027
2020-02,Brent Cross,529,February,2020,187509
2020-02,Paddington LU,670,February,2020,3642984
2020-02,Archway,508,February,2020,710010
2020-02,St Pauls,697,February,2020,1223045
2020-02,Blackhorse Road,522,February,2020,765832
2020-02,Ravenscourt Park,682,February,2020,219924
2020-02,South Harrow,707,February,2020,155032
2020-02,Regents Park,685,February,2020,253212
2020-02,Bounds Green,527,February,2020,477560
2020-02,Royal Oak,690,February,2020,208909
2020-02,Wembley Park,752,February,2020,1203827
2020-02,Becontree,518,February,2020,265251
2020-02,Stockwell,716,February,2020,916348
2020-02,Snaresbrook,703,February,2020,187599
2020-02,Boston Manor,526,February,2020,154160
2020-02,Preston Road,677,February,2020,250345
2020-02,Elephant & Castle,570,February,2020,1452847
2020-02,Buckhurst Hill,531,February,2020,142644
2020-02,Southgate,706,February,2020,431243
2020-02,Pimlico,776,February,2020,810647
2020-02,Finchley Road,579,February,2020,731242
2020-02,Bond Street,524,February,2020,2757412
2020-02,Finchley Central,578,February,2020,345212
2020-02,South Ruislip,710,February,2020,155807
2020-02,Angel,507,February,2020,1405824
2020-02,Kensington Olympia,618,February,2020,241833
2020-02,Canons Park,537,February,2020,225383
2020-02,Debden,557,February,2020,181026
2020-02,Knightsbridge,626,February,2020,1137221
2020-02,Bethnal Green LU,520,February,2020,1207884
2020-02,Northolt,657,February,2020,401717
2020-02,Eastcote,564,February,2020,213382
2020-02,East Ham,566,February,2020,996260
2020-02,Swiss Cottage,723,February,2020,551535
2020-02,Colindale,551,February,2020,624336
2020-02,Chigwell,544,February,2020,38295
2020-02,Tooting Broadway,727,February,2020,1261044
2020-02,Watford Met,748,February,2020,136930
2020-02,Hatton Cross,779,February,2020,235848
2020-02,Hounslow Central,611,February,2020,262941
2020-02,Greenford,589,February,2020,333305
2020-02,Kingsbury,624,February,2020,345082
2020-02,Willesden Green,765,February,2020,636195
2020-02,Warren Street,745,February,2020,1509217
2020-02,Northfields,655,February,2020,279039
2020-02,Upton Park,739,February,2020,724225
2020-02,Hounslow East,612,February,2020,287816
2020-02,Hanger Lane,595,February,2020,289855
2020-02,Moor Park,646,February,2020,67912
2020-02,Turnham Green,734,February,2020,417005
2020-02,Hornchurch,610,February,2020,176800
2020-02,Northwick Park,660,February,2020,321595
2020-02,Marylebone LU,641,February,2020,863244
2020-02,Chiswick Park,545,February,2020,180964
2020-02,Sudbury Town,721,February,2020,127904
2020-02,Dollis Hill,558,February,2020,308891
2020-02,Gunnersbury,591,February,2020,417398
2020-02,Heathrow Terminal 4 LU,781,February,2020,145218
2020-02,Aldgate East,503,February,2020,1014235
2020-02,Holland Park,608,February,2020,278652
2020-02,Lancaster Gate,629,February,2020,526157
2020-02,Cockfosters,550,February,2020,154675
2020-02,Mill Hill East,643,February,2020,53118
2020-02,Lambeth North,628,February,2020,286842
2020-02,Hampstead,594,February,2020,358566
2020-02,Uxbridge,740,February,2020,576613
2020-02,Northwood,661,February,2020,206931
2020-02,Bermondsey,787,February,2020,753389
2020-02,Holloway Road,609,February,2020,556583
2020-02,Goodge Street,586,February,2020,640544
2020-02,Tufnell Park,733,February,2020,318002
2020-02,Baker Street,511,February,2020,2199082
2020-02,Ladbroke Grove,627,February,2020,474628
2020-02,East Acton,563,February,2020,323317
2020-02,Mile End,642,February,2020,1204572
2020-02,Moorgate,645,February,2020,1900444
2020-02,Barbican,501,February,2020,797701
2020-02,Kings Cross LU (Tube),625,February,2020,2448695
2020-02,West Ruislip,762,February,2020,125578
2020-02,Turnpike Lane,735,February,2020,847368
2020-02,Dagenham East,555,February,2020,232253
2020-02,Whitechapel,763,February,2020,955585
2020-02,Green Park,590,February,2020,2962909
2020-02,Harlesden,596,February,2020,229125
2020-02,Kew Gardens,621,February,2020,301204
2020-02,Great Portland Street,588,February,2020,598420
2020-02,Kennington,616,February,2020,447031
2020-02,North Ealing,654,February,2020,58096
2020-02,Chalk Farm,540,February,2020,409226
2020-02,Neasden,649,February,2020,264600
2020-02,Kensal Green,617,February,2020,183811
2020-02,East Finchley,565,February,2020,535774
2020-02,Kenton,620,February,2020,147005
2020-02,Newbury Park,650,February,2020,472648
2020-02,North Acton,653,February,2020,504747
2020-02,Harrow & Wealdstone,597,February,2020,364045
2020-02,Kentish Town,619,February,2020,645053
2020-02,Chancery Lane,541,February,2020,1321444
2020-02,Upminster Bridge,737,February,2020,78640
2020-02,Theydon Bois,725,February,2020,72086
2020-02,Covent Garden,553,February,2020,1348725
2020-02,North Greenwich,789,February,2020,2042301
2020-02,Upney,738,February,2020,197084
2020-02,Ickenham,615,February,2020,80906
2020-02,Grange Hill,587,February,2020,44911
2020-02,Waterloo LU (Bloo/Nthn/W&C),747,February,2020,2850992
2020-02,Hounslow West,613,February,2020,254377
2020-02,Dagenham Heathway,556,February,2020,454430
2020-02,Chalfont & Latimer,539,February,2020,84367
2020-02,Barking,514,February,2020,1406476
2020-02,North Wembley,659,February,2020,119146
2020-02,Morden,647,February,2020,818009
2020-02,Colliers Wood,552,February,2020,560018
2020-02,Westbourne Park,754,February,2020,329886
2020-02,Kilburn Park,623,February,2020,239634
2020-02,Balham LU,512,February,2020,1067135
2020-02,Hyde Park Corner,614,February,2020,392735
2020-02,Harrow-on-the-Hill,598,February,2020,850539
2020-02,Tooting Bec,726,February,2020,631180
2020-02,Chesham,543,February,2020,91394
2020-02,North Harrow,656,February,2020,148450
2020-02,Wanstead,743,February,2020,222238
2020-02,Aldgate,502,February,2020,772213
2020-02,Temple,724,February,2020,623131
2020-02,Mornington Crescent,648,February,2020,315615
2020-02,Edgware,568,February,2020,395664
2020-02,Kilburn,622,February,2020,635122
2020-02,Northwood Hills,662,February,2020,144591
2020-02,Latimer Road,630,February,2020,185837
2020-02,West Ham,757,February,2020,363572
2020-02,Croxley,554,February,2020,83848
2020-02,Wimbledon Park,768,February,2020,158084
2020-02,Hammersmith C&H,773,February,2020,821337
2020-02,Highgate,604,February,2020,441969
2020-02,West Harrow,759,February,2020,71330
2020-02,Oakwood,664,February,2020,223280
2020-02,Goldhawk Road,585,February,2020,167493
2020-02,Maida Vale,637,February,2020,234109
2020-02,Heathrow Terminal 5 LU,783,February,2020,337324
2020-02,Warwick Avenue,746,February,2020,286101
2020-02,East Putney,567,February,2020,496140
2020-02,Mansion House,639,February,2020,499045
2020-02,London Bridge LU,635,February,2020,5872158
2020-02,Leyton,632,February,2020,923629
2020-02,Oval,668,February,2020,559292
2020-02,White City,764,February,2020,786052
2020-02,Ealing Broadway,560,February,2020,1298305
2020-02,Tottenham Hale,729,February,2020,1090205
2020-02,High Barnet,602,February,2020,310002
2020-02,Victoria LU,741,February,2020,4455860
2020-02,Barkingside,515,February,2020,123946
2020-02,Clapham North,548,February,2020,502334
2020-02,High Street Kensington,605,February,2020,815084
2020-02,Manor House,638,February,2020,681503
2020-02,Ealing Common,561,February,2020,217346
2020-02,Osterley,667,February,2020,161089
2020-02,Walthamstow Central,742,February,2020,697228
2020-02,Leytonstone,633,February,2020,809997
2020-02,Cannon Street  LU,536,February,2020,521295
2020-02,Totteridge,730,February,2020,197164
2020-02,Highbury & Islington,603,February,2020,1443899
2020-02,Chorleywood,546,February,2020,43684
2020-02,Old Street,665,February,2020,2070222
2020-02,Liverpool Street LU,634,February,2020,5228106
2020-02,Alperton,505,February,2020,196544
2020-02,Belsize Park,519,February,2020,441311
2020-02,Sudbury Hill,720,February,2020,133804
2020-02,Canning Town,884,February,2020,1277363
2020-02,Golders Green,584,February,2020,624105
2020-02,West Hampstead LU,758,February,2020,819268
2020-02,Hainault,592,February,2020,302284
2020-02,Notting Hill Gate,663,February,2020,1189121
2020-02,Earls Court,562,February,2020,1407909
2020-02,Edgware Road B,774,February,2020,357081
2020-02,Westminster,761,February,2020,1785207
2020-02,Hendon Central,601,February,2020,552438
2020-02,Clapham Common,547,February,2020,795126
2020-02,Tottenham Court Road,728,February,2020,3320559
2020-02,Canary Wharf LU (E1),852,February,2020,2794296
2020-02,Tower Hill,731,February,2020,1449757
2020-02,Hillingdon,606,February,2020,123290
2020-02,Clapham South,549,February,2020,635942
2020-02,Barons Court,516,February,2020,502671
2020-02,West Kensington,760,February,2020,315812
2020-02,Hammersmith D&P,593,February,2020,2018777
2020-02,Holborn,607,February,2020,2471488
2020-02,Leicester Square,631,February,2020,2745867
2020-02,Marble Arch,640,February,2020,922245
2020-02,Bank,513,February,2020,3536766
2020-02,Vauxhall LU,777,February,2020,2526598
2020-02,Loughton,636,February,2020,273923
2020-02,Heathrow Terminals 123 LU,780,February,2020,547861
2020-03,Woodford,769,March,2020,275525
2020-03,Redbridge,684,March,2020,131509
2020-03,Wembley Park,752,March,2020,753722
2020-03,Newbury Park,650,March,2020,313524
2020-03,Kentish Town,619,March,2020,366153
2020-03,Arnos Grove,509,March,2020,222910
2020-03,Green Park,590,March,2020,1448489
2020-03,Westminster,761,March,2020,911996
2020-03,Colliers Wood,552,March,2020,346611
2020-03,Kilburn,622,March,2020,361578
2020-03,Brixton LU,778,March,2020,1398731
2020-03,West Finchley,756,March,2020,71473
2020-03,Chorleywood,546,March,2020,28004
2020-03,Rayners Lane,683,March,2020,197883
2020-03,West Hampstead LU,758,March,2020,451656
2020-03,West Acton,753,March,2020,79493
2020-03,Waterloo LU (Bloo/Nthn/W&C),747,March,2020,1374219
2020-03,Putney Bridge,678,March,2020,254915
2020-03,Morden,647,March,2020,506525
2020-03,West Ham,757,March,2020,239101
2020-03,Maida Vale,637,March,2020,146673
2020-03,Chancery Lane,541,March,2020,677556
2020-03,Fairlop,576,March,2020,61524
2020-03,East Finchley,565,March,2020,307453
2020-03,London Bridge LU,635,March,2020,3047468
2020-03,Neasden,649,March,2020,173121
2020-03,Clapham Common,547,March,2020,450432
2020-03,Preston Road,677,March,2020,159713
2020-03,Hainault,592,March,2020,202704
2020-03,Loughton,636,March,2020,164662
2020-03,Kenton,620,March,2020,108076
2020-03,Turnham Green,734,March,2020,260719
2020-03,Theydon Bois,725,March,2020,41446
2020-03,Barbican,501,March,2020,411779
2020-03,Turnpike Lane,735,March,2020,533318
2020-03,Harlesden,596,March,2020,161348
2020-03,Mornington Crescent,648,March,2020,167057
2020-03,Wood Green,770,March,2020,623377
2020-03,Elephant & Castle,570,March,2020,868546
2020-03,Aldgate,502,March,2020,404972
2020-03,Russell Square,694,March,2020,445825
2020-03,Seven Sisters,698,March,2020,924773
2020-03,Elm Park,571,March,2020,174021
2020-03,St James's Park,695,March,2020,542125
2020-03,Burnt Oak,532,March,2020,223214
2020-03,Covent Garden,553,March,2020,562337
2020-03,Bounds Green,527,March,2020,258879
2020-03,Liverpool Street LU,634,March,2020,2645791
2020-03,Regents Park,685,March,2020,143597
2020-03,Kew Gardens,621,March,2020,188736
2020-03,Marble Arch,640,March,2020,485372
2020-03,Ruislip Manor,693,March,2020,87985
